"province","date","value","value_daily"
"AB",2020-06-24,7808,25
"AB",2020-06-25,7844,36
"AB",2020-06-26,7910,66
"AB",2020-06-27,7947,37
"AB",2020-06-28,8015,68
"AB",2020-06-29,8059,44
"AB",2020-06-30,8092,33
"AB",2020-07-01,8156,64
"AB",2020-07-02,8211,55
"AB",2020-07-03,8241,30
"AB",2020-07-04,8289,48
"AB",2020-07-05,8337,48
"AB",2020-07-06,8386,49
"AB",2020-07-07,8430,44
"AB",2020-07-08,8473,43
"AB",2020-07-09,8547,74
"AB",2020-07-10,8609,62
"AB",2020-07-11,8699,90
"AB",2020-07-12,8777,78
"AB",2020-07-13,8864,87
"AB",2020-07-14,8949,85
"AB",2020-07-15,9064,115
"AB",2020-07-16,9167,103
"AB",2020-07-17,9335,168
"AB",2020-07-18,9437,102
"AB",2020-07-19,9525,88
"AB",2020-07-20,9656,131
"AB",2020-07-21,9792,136
"AB",2020-07-22,9905,113
"AB",2020-07-23,10021,116
"AB",2020-07-24,10138,117
"AB",2020-07-25,10235,97
"AB",2020-07-26,10324,89
"AB",2020-07-27,10405,81
"AB",2020-07-28,10536,131
"AB",2020-07-29,10654,118
"AB",2020-07-30,10778,124
"AB",2020-07-31,10877,99
"AB",2020-08-01,10944,67
"AB",2020-08-02,11016,72
"AB",2020-08-03,11080,64
"AB",2020-08-04,11174,94
"AB",2020-08-05,11235,61
"AB",2020-08-06,11363,128
"AB",2020-08-07,11474,111
"AB",2020-08-08,11571,97
"AB",2020-08-09,11616,45
"AB",2020-08-10,11702,86
"AB",2020-08-11,11818,116
"AB",2020-08-12,11890,72
"AB",2020-08-13,11971,81
"AB",2020-08-14,12075,104
"AB",2020-08-15,12158,83
"AB",2020-08-16,12253,95
"AB",2020-08-17,12338,85
"AB",2020-08-18,12419,81
"AB",2020-08-19,12520,101
"AB",2020-08-20,12660,140
"AB",2020-08-21,12748,88
"AB",2020-08-22,12851,103
"AB",2020-08-23,12921,70
"AB",2020-08-24,12994,73
"AB",2020-08-25,13119,125
"AB",2020-08-26,13223,104
"AB",2020-08-27,13376,153
"AB",2020-08-28,13518,142
"AB",2020-08-29,13699,181
"AB",2020-08-30,13808,109
"AB",2020-08-31,13960,152
"AB",2020-09-01,14069,109
"AB",2020-09-02,14201,132
"AB",2020-09-03,14358,157
"AB",2020-09-04,14527,169
"AB",2020-09-05,14695,168
"AB",2020-09-06,14829,134
"AB",2020-09-07,14976,147
"AB",2020-09-08,15073,97
"AB",2020-09-09,15186,113
"AB",2020-09-10,15302,116
"AB",2020-09-11,15417,115
"AB",2020-09-12,15583,166
"AB",2020-09-13,15720,137
"AB",2020-09-14,15843,123
"AB",2020-09-15,16013,170
"AB",2020-09-16,16195,182
"AB",2020-09-17,16320,125
"AB",2020-09-18,16457,137
"AB",2020-09-19,16577,120
"AB",2020-09-20,16729,152
"AB",2020-09-21,16885,156
"AB",2020-09-22,17013,128
"AB",2020-09-23,17142,129
"AB",2020-09-24,17266,124
"AB",2020-09-25,17441,175
"AB",2020-09-26,17596,155
"AB",2020-09-27,17717,121
"AB",2020-09-28,17844,127
"AB",2020-09-29,18019,175
"AB",2020-09-30,18173,154
"AB",2020-10-01,18320,147
"AB",2020-10-02,18542,222
"AB",2020-10-03,18738,196
"AB",2020-10-04,18951,213
"AB",2020-10-05,19157,206
"AB",2020-10-06,19400,243
"AB",2020-10-07,19618,218
"AB",2020-10-08,19804,186
"AB",2020-10-09,20062,258
"AB",2020-10-10,20312,250
"AB",2020-10-11,20553,241
"AB",2020-10-12,20774,221
"AB",2020-10-13,21016,242
"AB",2020-10-14,21258,242
"AB",2020-10-15,21577,319
"AB",2020-10-16,21884,307
"AB",2020-10-17,22109,225
"AB",2020-10-18,22479,370
"AB",2020-10-19,22803,324
"AB",2020-10-20,23195,392
"AB",2020-10-21,23631,436
"AB",2020-10-22,24073,442
"AB",2020-10-23,24463,390
"AB",2020-10-24,25041,578
"AB",2020-10-25,25542,501
"AB",2020-10-26,25958,416
"AB",2020-10-27,26365,407
"AB",2020-10-28,26844,479
"AB",2020-10-29,27458,614
"AB",2020-10-30,28047,589
"AB",2020-10-31,28571,524
"AB",2020-11-01,29176,605
"AB",2020-11-02,29747,571
"AB",2020-11-03,30284,537
"AB",2020-11-04,31055,771
"AB",2020-11-05,31791,736
"AB",2020-11-06,32616,825
"AB",2020-11-07,33256,640
"AB",2020-11-08,33887,631
"AB",2020-11-09,34611,724
"AB",2020-11-10,35286,675
"AB",2020-11-11,36141,855
"AB",2020-11-12,37037,896
"AB",2020-11-13,38054,1017
"AB",2020-11-14,39037,983
"AB",2020-11-15,39889,852
"AB",2020-11-16,40655,766
"AB",2020-11-17,41384,729
"AB",2020-11-18,42486,1102
"AB",2020-11-19,43626,1140
"AB",2020-11-20,44960,1334
"AB",2020-11-21,46522,1562
"AB",2020-11-22,48051,1529
"AB",2020-11-23,49171,1120
"AB",2020-11-24,50442,1271
"AB",2020-11-25,51526,1084
"AB",2020-11-26,52755,1229
"AB",2020-11-27,54470,1715
"AB",2020-11-28,56064,1594
"AB",2020-11-29,57775,1711
"AB",2020-11-30,59092,1317
"AB",2020-12-01,60788,1696
"AB",2020-12-02,62639,1851
"AB",2020-12-03,64433,1794
"AB",2020-12-04,66314,1881
"AB",2020-12-05,68143,1829
"AB",2020-12-06,69868,1725
"AB",2020-12-07,71662,1794
"AB",2020-12-08,73156,1494
"AB",2020-12-09,74752,1596
"AB",2020-12-10,76498,1746
"AB",2020-12-11,78095,1597
"AB",2020-12-12,79804,1709
"AB",2020-12-13,81669,1865
"AB",2020-12-14,83010,1341
"AB",2020-12-15,84297,1287
"AB",2020-12-16,85890,1593
"AB",2020-12-17,87350,1460
"AB",2020-12-18,88719,1369
"AB",2020-12-19,90027,1308
"AB",2020-12-20,91278,1251
"AB",2020-12-21,92330,1052
"AB",2020-12-22,93666,1336
"AB",2020-12-23,94796,1130
"AB",2020-12-24,96035,1239
"AB",2020-12-25,96939,904
"AB",2020-12-26,97424,485
"AB",2020-12-27,98379,955
"AB",2020-12-28,99275,896
"AB",2020-12-29,100640,1365
"AB",2020-12-30,101903,1263
"AB",2020-12-31,103263,1360
"AB",2021-01-01,104184,921
"AB",2021-01-02,104650,466
"AB",2021-01-03,105789,1139
"AB",2021-01-04,106666,877
"AB",2021-01-05,107814,1148
"AB",2021-01-06,108780,966
"AB",2021-01-07,109956,1176
"AB",2021-01-08,110938,982
"AB",2021-01-09,111747,809
"AB",2021-01-10,112374,627
"AB",2021-01-11,113049,675
"AB",2021-01-12,113916,867
"AB",2021-01-13,114882,966
"AB",2021-01-14,115661,779
"AB",2021-01-15,116364,703
"AB",2021-01-16,117107,743
"AB",2021-01-17,117567,460
"AB",2021-01-18,118029,462
"AB",2021-01-19,118699,670
"AB",2021-01-20,119370,671
"AB",2021-01-21,120012,642
"AB",2021-01-22,120579,567
"AB",2021-01-23,121030,451
"AB",2021-01-24,121388,358
"AB",2021-01-25,121750,362
"AB",2021-01-26,122218,468
"AB",2021-01-27,122691,473
"AB",2021-01-28,123210,519
"AB",2021-01-29,123598,388
"AB",2021-01-30,124066,468
"AB",2021-01-31,124417,351
"BC",2020-01-29,1,1
"BC",2020-01-30,1,0
"BC",2020-01-31,1,0
"BC",2020-02-01,1,0
"BC",2020-02-02,1,0
"BC",2020-02-03,1,0
"BC",2020-02-04,1,0
"BC",2020-02-05,1,0
"BC",2020-02-06,2,1
"BC",2020-02-07,2,0
"BC",2020-02-08,2,0
"BC",2020-02-09,2,0
"BC",2020-02-10,4,2
"BC",2020-02-11,4,0
"BC",2020-02-12,4,0
"BC",2020-02-13,4,0
"BC",2020-02-14,4,0
"BC",2020-02-15,4,0
"BC",2020-02-16,4,0
"BC",2020-02-17,4,0
"BC",2020-02-18,5,1
"BC",2020-02-19,5,0
"BC",2020-02-20,5,0
"BC",2020-02-21,5,0
"BC",2020-02-22,5,0
"BC",2020-02-23,5,0
"BC",2020-02-24,7,2
"BC",2020-02-25,7,0
"BC",2020-02-26,7,0
"BC",2020-02-27,7,0
"BC",2020-02-28,7,0
"BC",2020-02-29,7,0
"BC",2020-03-01,7,0
"BC",2020-03-02,7,0
"BC",2020-03-03,12,5
"BC",2020-03-04,12,0
"BC",2020-03-05,20,8
"BC",2020-03-06,27,7
"BC",2020-03-07,28,1
"BC",2020-03-08,32,4
"BC",2020-03-09,35,3
"BC",2020-03-10,45,10
"BC",2020-03-11,61,16
"BC",2020-03-12,69,8
"BC",2020-03-13,85,16
"BC",2020-03-14,113,28
"BC",2020-03-15,142,29
"BC",2020-03-16,189,47
"BC",2020-03-17,239,50
"BC",2020-03-18,287,48
"BC",2020-03-19,344,57
"BC",2020-03-20,407,63
"BC",2020-03-21,481,74
"BC",2020-03-22,533,52
"BC",2020-03-23,587,54
"BC",2020-03-24,651,64
"BC",2020-03-25,732,81
"BC",2020-03-26,800,68
"BC",2020-03-27,861,61
"BC",2020-03-28,927,66
"BC",2020-03-29,973,46
"BC",2020-03-30,1023,50
"BC",2020-03-31,1081,58
"BC",2020-04-01,1134,53
"BC",2020-04-02,1180,46
"BC",2020-04-03,1217,37
"BC",2020-04-04,1246,29
"BC",2020-04-05,1261,15
"BC",2020-04-06,1310,49
"BC",2020-04-07,1344,34
"BC",2020-04-08,1375,31
"BC",2020-04-09,1419,44
"BC",2020-04-10,1449,30
"BC",2020-04-11,1470,21
"BC",2020-04-12,1487,17
"BC",2020-04-13,1515,28
"BC",2020-04-14,1555,40
"BC",2020-04-15,1580,25
"BC",2020-04-16,1618,38
"BC",2020-04-17,1641,23
"BC",2020-04-18,1666,25
"BC",2020-04-19,1687,21
"BC",2020-04-20,1731,44
"BC",2020-04-21,1785,54
"BC",2020-04-22,1815,30
"BC",2020-04-23,1876,61
"BC",2020-04-24,1947,71
"BC",2020-04-25,1979,32
"BC",2020-04-26,2005,26
"BC",2020-04-27,2061,56
"BC",2020-04-28,2090,29
"BC",2020-04-29,2120,30
"BC",2020-04-30,2149,29
"BC",2020-05-01,2183,34
"BC",2020-05-02,2206,23
"BC",2020-05-03,2224,18
"BC",2020-05-04,2248,24
"BC",2020-05-05,2273,25
"BC",2020-05-06,2289,16
"BC",2020-05-07,2313,24
"BC",2020-05-08,2327,14
"BC",2020-05-09,2340,13
"BC",2020-05-10,2353,13
"BC",2020-05-11,2365,12
"BC",2020-05-12,2375,10
"BC",2020-05-13,2399,24
"BC",2020-05-14,2407,8
"BC",2020-05-15,2425,18
"BC",2020-05-16,2436,11
"BC",2020-05-17,2445,9
"BC",2020-05-18,2455,10
"BC",2020-05-19,2469,14
"BC",2020-05-20,2482,13
"BC",2020-05-21,2505,23
"BC",2020-05-22,2513,8
"BC",2020-05-23,2521,8
"BC",2020-05-24,2531,10
"BC",2020-05-25,2538,7
"BC",2020-05-26,2543,5
"BC",2020-05-27,2552,9
"BC",2020-05-28,2561,9
"BC",2020-05-29,2573,12
"BC",2020-05-30,2585,12
"BC",2020-05-31,2595,10
"BC",2020-06-01,2607,12
"BC",2020-06-02,2620,13
"BC",2020-06-03,2623,3
"BC",2020-06-04,2632,9
"BC",2020-06-05,2637,5
"BC",2020-06-06,2648,11
"BC",2020-06-07,2656,8
"BC",2020-06-08,2662,6
"BC",2020-06-09,2677,15
"BC",2020-06-10,2695,18
"BC",2020-06-11,2707,12
"BC",2020-06-12,2723,16
"BC",2020-06-13,2738,15
"BC",2020-06-14,2745,7
"BC",2020-06-15,2753,8
"BC",2020-06-16,2776,23
"BC",2020-06-17,2782,6
"BC",2020-06-18,2788,6
"BC",2020-06-19,2795,7
"BC",2020-06-20,2803,8
"BC",2020-06-21,2822,19
"BC",2020-06-22,2831,9
"BC",2020-06-23,2850,19
"BC",2020-06-24,2869,19
"BC",2020-06-25,2876,7
"BC",2020-06-26,2886,10
"BC",2020-06-27,2897,11
"BC",2020-06-28,2905,8
"BC",2020-06-29,2913,8
"BC",2020-06-30,2928,15
"BC",2020-07-01,2939,11
"BC",2020-07-02,2948,9
"BC",2020-07-03,2962,14
"BC",2020-07-04,2976,14
"BC",2020-07-05,2983,7
"BC",2020-07-06,2994,11
"BC",2020-07-07,3012,18
"BC",2020-07-08,3030,18
"BC",2020-07-09,3050,20
"BC",2020-07-10,3078,28
"BC",2020-07-11,3100,22
"BC",2020-07-12,3118,18
"BC",2020-07-13,3131,13
"BC",2020-07-14,3153,22
"BC",2020-07-15,3186,33
"BC",2020-07-16,3217,31
"BC",2020-07-17,3250,33
"BC",2020-07-18,3276,26
"BC",2020-07-19,3307,31
"BC",2020-07-20,3337,30
"BC",2020-07-21,3367,30
"BC",2020-07-22,3402,35
"BC",2020-07-23,3434,32
"BC",2020-07-24,3461,27
"BC",2020-07-25,3483,22
"BC",2020-07-26,3504,21
"BC",2020-07-27,3524,20
"BC",2020-07-28,3577,53
"BC",2020-07-29,3598,21
"BC",2020-07-30,3644,46
"BC",2020-07-31,3688,44
"BC",2020-08-01,3735,47
"BC",2020-08-02,3777,42
"BC",2020-08-03,3812,35
"BC",2020-08-04,3848,36
"BC",2020-08-05,3890,42
"BC",2020-08-06,3945,55
"BC",2020-08-07,3987,42
"BC",2020-08-08,4030,43
"BC",2020-08-09,4071,41
"BC",2020-08-10,4134,63
"BC",2020-08-11,4210,76
"BC",2020-08-12,4293,83
"BC",2020-08-13,4386,93
"BC",2020-08-14,4498,112
"BC",2020-08-15,4559,61
"BC",2020-08-16,4639,80
"BC",2020-08-17,4690,51
"BC",2020-08-18,4764,74
"BC",2020-08-19,4849,85
"BC",2020-08-20,4957,108
"BC",2020-08-21,5078,121
"BC",2020-08-22,5153,75
"BC",2020-08-23,5214,61
"BC",2020-08-24,5275,61
"BC",2020-08-25,5321,46
"BC",2020-08-26,5419,98
"BC",2020-08-27,5531,112
"BC",2020-08-28,5636,105
"BC",2020-08-29,5741,105
"BC",2020-08-30,5828,87
"BC",2020-08-31,5887,59
"BC",2020-09-01,5984,97
"BC",2020-09-02,6065,81
"BC",2020-09-03,6214,149
"BC",2020-09-04,6339,125
"BC",2020-09-05,6452,113
"BC",2020-09-06,6563,111
"BC",2020-09-07,6654,91
"BC",2020-09-08,6768,114
"BC",2020-09-09,6890,122
"BC",2020-09-10,7011,121
"BC",2020-09-11,7160,149
"BC",2020-09-12,7261,101
"BC",2020-09-13,7345,84
"BC",2020-09-14,7428,83
"BC",2020-09-15,7582,154
"BC",2020-09-16,7724,142
"BC",2020-09-17,7877,153
"BC",2020-09-18,8007,130
"BC",2020-09-19,8115,108
"BC",2020-09-20,8241,126
"BC",2020-09-21,8339,98
"BC",2020-09-22,8419,80
"BC",2020-09-23,8568,149
"BC",2020-09-24,8648,80
"BC",2020-09-25,8746,98
"BC",2020-09-26,8862,116
"BC",2020-09-27,8950,88
"BC",2020-09-28,9046,96
"BC",2020-09-29,9156,110
"BC",2020-09-30,9275,119
"BC",2020-10-01,9419,144
"BC",2020-10-02,9514,95
"BC",2020-10-03,9639,125
"BC",2020-10-04,9763,124
"BC",2020-10-05,9853,90
"BC",2020-10-06,9965,112
"BC",2020-10-07,10087,122
"BC",2020-10-08,10216,129
"BC",2020-10-09,10398,182
"BC",2020-10-10,10558,160
"BC",2020-10-11,10670,112
"BC",2020-10-12,10812,142
"BC",2020-10-13,10969,157
"BC",2020-10-14,11060,91
"BC",2020-10-15,11212,152
"BC",2020-10-16,11423,211
"BC",2020-10-17,11559,136
"BC",2020-10-18,11763,204
"BC",2020-10-19,11903,140
"BC",2020-10-20,12159,256
"BC",2020-10-21,12457,298
"BC",2020-10-22,12657,200
"BC",2020-10-23,12931,274
"BC",2020-10-24,13226,295
"BC",2020-10-25,13455,229
"BC",2020-10-26,13714,259
"BC",2020-10-27,13979,265
"BC",2020-10-28,14251,272
"BC",2020-10-29,14591,340
"BC",2020-10-30,14974,383
"BC",2020-10-31,15354,380
"BC",2020-11-01,15728,374
"BC",2020-11-02,16065,337
"BC",2020-11-03,16431,366
"BC",2020-11-04,17022,591
"BC",2020-11-05,17503,481
"BC",2020-11-06,17952,449
"BC",2020-11-07,18521,569
"BC",2020-11-08,19024,503
"BC",2020-11-09,19521,497
"BC",2020-11-10,20220,699
"BC",2020-11-11,20880,660
"BC",2020-11-12,21465,585
"BC",2020-11-13,22008,543
"BC",2020-11-14,22953,945
"BC",2020-11-15,23542,589
"BC",2020-11-16,24092,550
"BC",2020-11-17,24825,733
"BC",2020-11-18,25685,860
"BC",2020-11-19,26327,642
"BC",2020-11-20,27261,934
"BC",2020-11-21,27984,723
"BC",2020-11-22,28639,655
"BC",2020-11-23,29320,681
"BC",2020-11-24,30163,843
"BC",2020-11-25,31041,878
"BC",2020-11-26,31799,758
"BC",2020-11-27,32504,705
"BC",2020-11-28,33323,819
"BC",2020-11-29,33961,638
"BC",2020-11-30,34506,545
"BC",2020-12-01,35280,774
"BC",2020-12-02,36037,757
"BC",2020-12-03,36733,696
"BC",2020-12-04,37322,589
"BC",2020-12-05,38102,780
"BC",2020-12-06,38674,572
"BC",2020-12-07,39255,581
"BC",2020-12-08,39914,659
"BC",2020-12-09,40679,765
"BC",2020-12-10,41453,774
"BC",2020-12-11,42167,714
"BC",2020-12-12,42903,736
"BC",2020-12-13,43468,565
"BC",2020-12-14,43985,517
"BC",2020-12-15,44572,587
"BC",2020-12-16,45207,635
"BC",2020-12-17,45829,622
"BC",2020-12-18,46469,640
"BC",2020-12-19,47047,578
"BC",2020-12-20,47551,504
"BC",2020-12-21,47955,404
"BC",2020-12-22,48469,514
"BC",2020-12-23,49005,536
"BC",2020-12-24,49559,554
"BC",2020-12-25,49964,405
"BC",2020-12-26,50295,331
"BC",2020-12-27,50771,476
"BC",2020-12-28,51175,404
"BC",2020-12-29,51793,618
"BC",2020-12-30,52387,594
"BC",2020-12-31,53008,621
"BC",2021-01-01,53604,596
"BC",2021-01-02,54016,412
"BC",2021-01-03,54551,535
"BC",2021-01-04,55068,517
"BC",2021-01-05,55634,566
"BC",2021-01-06,56241,607
"BC",2021-01-07,56788,547
"BC",2021-01-08,57316,528
"BC",2021-01-09,57847,531
"BC",2021-01-10,58296,449
"BC",2021-01-11,58705,409
"BC",2021-01-12,59208,503
"BC",2021-01-13,59730,522
"BC",2021-01-14,60226,496
"BC",2021-01-15,60798,572
"BC",2021-01-16,61260,462
"BC",2021-01-17,61580,320
"BC",2021-01-18,61959,379
"BC",2021-01-19,62471,512
"BC",2021-01-20,63029,558
"BC",2021-01-21,63549,520
"BC",2021-01-22,64035,486
"BC",2021-01-23,64529,494
"BC",2021-01-24,64888,359
"BC",2021-01-25,65223,335
"BC",2021-01-26,65760,537
"BC",2021-01-27,66260,500
"BC",2021-01-28,66782,522
"BC",2021-01-29,67203,421
"BC",2021-01-30,67681,478
"BC",2021-01-31,67975,294
"MB",2020-01-25,0,0
"MB",2020-01-26,0,0
"MB",2020-01-27,0,0
"MB",2020-01-28,0,0
"MB",2020-01-29,0,0
"MB",2020-01-30,0,0
"MB",2020-01-31,0,0
"MB",2020-02-01,0,0
"MB",2020-02-02,0,0
"MB",2020-02-03,0,0
"MB",2020-02-04,0,0
"MB",2020-02-05,0,0
"MB",2020-02-06,0,0
"MB",2020-02-07,0,0
"MB",2020-02-08,0,0
"MB",2020-02-09,0,0
"MB",2020-02-10,0,0
"MB",2020-02-11,0,0
"MB",2020-02-12,0,0
"MB",2020-02-13,0,0
"MB",2020-02-14,0,0
"MB",2020-02-15,0,0
"MB",2020-02-16,0,0
"MB",2020-02-17,0,0
"MB",2020-02-18,0,0
"MB",2020-02-19,0,0
"MB",2020-02-20,0,0
"MB",2020-02-21,0,0
"MB",2020-02-22,0,0
"MB",2020-02-23,0,0
"MB",2020-02-24,0,0
"MB",2020-02-25,0,0
"MB",2020-02-26,0,0
"MB",2020-02-27,0,0
"MB",2020-02-28,0,0
"MB",2020-02-29,0,0
"MB",2020-03-01,0,0
"MB",2020-03-02,0,0
"MB",2020-03-03,0,0
"MB",2020-03-04,0,0
"MB",2020-03-05,0,0
"MB",2020-03-06,0,0
"MB",2020-03-07,0,0
"MB",2020-03-08,0,0
"MB",2020-03-09,0,0
"MB",2020-03-10,0,0
"MB",2020-03-11,0,0
"MB",2020-03-12,1,1
"MB",2020-03-13,4,3
"MB",2020-03-14,4,0
"MB",2020-03-15,7,3
"MB",2020-03-16,8,1
"MB",2020-03-17,15,7
"MB",2020-03-18,17,2
"MB",2020-03-19,17,0
"MB",2020-03-20,17,0
"MB",2020-03-21,19,2
"MB",2020-03-22,19,0
"MB",2020-03-23,20,1
"MB",2020-03-24,21,1
"MB",2020-03-25,35,14
"MB",2020-03-26,36,1
"MB",2020-03-27,39,3
"MB",2020-03-28,64,25
"MB",2020-03-29,72,8
"MB",2020-03-30,96,24
"MB",2020-03-31,103,7
"MB",2020-04-01,127,24
"MB",2020-04-02,167,40
"MB",2020-04-03,182,15
"MB",2020-04-04,194,12
"MB",2020-04-05,203,9
"MB",2020-04-06,204,1
"MB",2020-04-07,217,13
"MB",2020-04-08,221,4
"MB",2020-04-09,224,3
"MB",2020-04-10,230,6
"MB",2020-04-11,242,12
"MB",2020-04-12,242,0
"MB",2020-04-13,244,2
"MB",2020-04-14,244,0
"MB",2020-04-15,246,2
"MB",2020-04-16,250,4
"MB",2020-04-17,250,0
"MB",2020-04-18,253,3
"MB",2020-04-19,253,0
"MB",2020-04-20,254,1
"MB",2020-04-21,255,1
"MB",2020-04-22,257,2
"MB",2020-04-23,262,5
"MB",2020-04-24,263,1
"MB",2020-04-25,267,4
"MB",2020-04-26,271,4
"MB",2020-04-27,272,1
"MB",2020-04-28,272,0
"MB",2020-04-29,273,1
"MB",2020-04-30,275,2
"MB",2020-05-01,279,4
"MB",2020-05-02,279,0
"MB",2020-05-03,280,1
"MB",2020-05-04,280,0
"MB",2020-05-05,281,1
"MB",2020-05-06,283,2
"MB",2020-05-07,283,0
"MB",2020-05-08,284,1
"MB",2020-05-09,284,0
"MB",2020-05-10,287,3
"MB",2020-05-11,289,2
"MB",2020-05-12,289,0
"MB",2020-05-13,289,0
"MB",2020-05-14,289,0
"MB",2020-05-15,289,0
"MB",2020-05-16,289,0
"MB",2020-05-17,289,0
"MB",2020-05-18,290,1
"MB",2020-05-19,290,0
"MB",2020-05-20,290,0
"MB",2020-05-21,290,0
"MB",2020-05-22,292,2
"MB",2020-05-23,292,0
"MB",2020-05-24,292,0
"MB",2020-05-25,292,0
"MB",2020-05-26,292,0
"MB",2020-05-27,292,0
"MB",2020-05-28,294,2
"MB",2020-05-29,294,0
"MB",2020-05-30,294,0
"MB",2020-05-31,295,1
"MB",2020-06-01,295,0
"MB",2020-06-02,297,2
"MB",2020-06-03,298,1
"MB",2020-06-04,298,0
"MB",2020-06-05,300,2
"MB",2020-06-06,300,0
"MB",2020-06-07,300,0
"MB",2020-06-08,300,0
"MB",2020-06-09,300,0
"MB",2020-06-10,300,0
"MB",2020-06-11,300,0
"MB",2020-06-12,301,1
"MB",2020-06-13,303,2
"MB",2020-06-14,304,1
"MB",2020-06-15,304,0
"MB",2020-06-16,304,0
"MB",2020-06-17,306,2
"MB",2020-06-18,308,2
"MB",2020-06-19,311,3
"MB",2020-06-20,313,2
"MB",2020-06-21,313,0
"MB",2020-06-22,314,1
"MB",2020-06-23,314,0
"MB",2020-06-24,315,1
"MB",2020-06-25,316,1
"MB",2020-06-26,318,2
"MB",2020-06-27,322,4
"MB",2020-06-28,322,0
"MB",2020-06-29,324,2
"MB",2020-06-30,325,1
"MB",2020-07-01,325,0
"MB",2020-07-02,325,0
"MB",2020-07-03,325,0
"MB",2020-07-04,325,0
"MB",2020-07-05,325,0
"MB",2020-07-06,325,0
"MB",2020-07-07,325,0
"MB",2020-07-08,325,0
"MB",2020-07-09,325,0
"MB",2020-07-10,325,0
"MB",2020-07-11,325,0
"MB",2020-07-12,325,0
"MB",2020-07-13,325,0
"MB",2020-07-14,330,5
"MB",2020-07-15,330,0
"MB",2020-07-16,331,1
"MB",2020-07-17,336,5
"MB",2020-07-18,336,0
"MB",2020-07-19,336,0
"MB",2020-07-20,354,18
"MB",2020-07-21,366,12
"MB",2020-07-22,374,8
"MB",2020-07-23,375,1
"MB",2020-07-24,384,9
"MB",2020-07-25,384,0
"MB",2020-07-26,384,0
"MB",2020-07-27,399,15
"MB",2020-07-28,404,5
