"name","province","date","value"
"hospitalizations","AB",2020-08-17,45
"hospitalizations","AB",2020-08-18,48
"hospitalizations","AB",2020-08-19,48
"hospitalizations","AB",2020-08-20,43
"hospitalizations","AB",2020-08-21,43
"hospitalizations","AB",2020-08-22,43
"hospitalizations","AB",2020-08-23,43
"hospitalizations","AB",2020-08-24,45
"hospitalizations","AB",2020-08-25,46
"hospitalizations","AB",2020-08-26,48
"hospitalizations","AB",2020-08-27,49
"hospitalizations","AB",2020-08-28,44
"hospitalizations","AB",2020-08-29,44
"hospitalizations","AB",2020-08-30,44
"hospitalizations","AB",2020-08-31,44
"hospitalizations","AB",2020-09-01,50
"hospitalizations","AB",2020-09-02,50
"hospitalizations","AB",2020-09-03,46
"hospitalizations","AB",2020-09-04,47
"hospitalizations","AB",2020-09-05,47
"hospitalizations","AB",2020-09-06,47
"hospitalizations","AB",2020-09-07,47
"hospitalizations","AB",2020-09-08,45
"hospitalizations","AB",2020-09-09,45
"hospitalizations","AB",2020-09-10,43
"hospitalizations","AB",2020-09-11,41
"hospitalizations","AB",2020-09-12,41
"hospitalizations","AB",2020-09-13,41
"hospitalizations","AB",2020-09-14,37
"hospitalizations","AB",2020-09-15,39
"hospitalizations","AB",2020-09-16,38
"hospitalizations","AB",2020-09-17,41
"hospitalizations","AB",2020-09-18,44
"hospitalizations","AB",2020-09-19,44
"hospitalizations","AB",2020-09-20,44
"hospitalizations","AB",2020-09-21,51
"hospitalizations","AB",2020-09-22,51
"hospitalizations","AB",2020-09-23,59
"hospitalizations","AB",2020-09-24,58
"hospitalizations","AB",2020-09-25,56
"hospitalizations","AB",2020-09-26,56
"hospitalizations","AB",2020-09-27,56
"hospitalizations","AB",2020-09-28,63
"hospitalizations","AB",2020-09-29,63
"hospitalizations","AB",2020-09-30,64
"hospitalizations","AB",2020-10-01,64
"hospitalizations","AB",2020-10-02,64
"hospitalizations","AB",2020-10-03,64
"hospitalizations","AB",2020-10-04,64
"hospitalizations","AB",2020-10-05,62
"hospitalizations","AB",2020-10-06,61
"hospitalizations","AB",2020-10-07,66
"hospitalizations","AB",2020-10-08,77
"hospitalizations","AB",2020-10-09,86
"hospitalizations","AB",2020-10-10,86
"hospitalizations","AB",2020-10-11,86
"hospitalizations","AB",2020-10-12,86
"hospitalizations","AB",2020-10-13,97
"hospitalizations","AB",2020-10-14,100
"hospitalizations","AB",2020-10-15,101
"hospitalizations","AB",2020-10-16,117
"hospitalizations","AB",2020-10-17,117
"hospitalizations","AB",2020-10-18,117
"hospitalizations","AB",2020-10-19,117
"hospitalizations","AB",2020-10-20,116
"hospitalizations","AB",2020-10-21,113
"hospitalizations","AB",2020-10-22,112
"hospitalizations","AB",2020-10-23,112
"hospitalizations","AB",2020-10-24,112
"hospitalizations","AB",2020-10-25,112
"hospitalizations","AB",2020-10-26,118
"hospitalizations","AB",2020-10-27,123
"hospitalizations","AB",2020-10-28,125
"hospitalizations","AB",2020-10-29,130
"hospitalizations","AB",2020-10-30,140
"hospitalizations","AB",2020-10-31,140
"hospitalizations","AB",2020-11-01,140
"hospitalizations","AB",2020-11-02,140
"hospitalizations","AB",2020-11-03,167
"hospitalizations","AB",2020-11-04,164
"hospitalizations","AB",2020-11-05,164
"hospitalizations","AB",2020-11-06,171
"hospitalizations","AB",2020-11-07,171
"hospitalizations","AB",2020-11-08,171
"hospitalizations","AB",2020-11-09,192
"hospitalizations","AB",2020-11-10,207
"hospitalizations","AB",2020-11-11,217
"hospitalizations","AB",2020-11-12,225
"hospitalizations","AB",2020-11-13,240
"hospitalizations","AB",2020-11-14,256
"hospitalizations","AB",2020-11-15,262
"hospitalizations","AB",2020-11-16,264
"hospitalizations","AB",2020-11-17,268
"hospitalizations","AB",2020-11-18,287
"hospitalizations","AB",2020-11-19,284
"hospitalizations","AB",2020-11-20,310
"hospitalizations","AB",2020-11-21,320
"hospitalizations","AB",2020-11-22,319
"hospitalizations","AB",2020-11-23,328
"hospitalizations","AB",2020-11-24,348
"hospitalizations","AB",2020-11-25,355
"hospitalizations","AB",2020-11-26,383
"hospitalizations","AB",2020-11-27,405
"hospitalizations","AB",2020-11-28,415
"hospitalizations","AB",2020-11-29,435
"hospitalizations","AB",2020-11-30,453
"hospitalizations","AB",2020-12-01,479
"hospitalizations","AB",2020-12-02,504
"hospitalizations","AB",2020-12-03,511
"hospitalizations","AB",2020-12-04,533
"hospitalizations","AB",2020-12-05,563
"hospitalizations","AB",2020-12-06,601
"hospitalizations","AB",2020-12-07,609
"hospitalizations","AB",2020-12-08,654
"hospitalizations","AB",2020-12-09,685
"hospitalizations","AB",2020-12-10,682
"hospitalizations","AB",2020-12-11,684
"hospitalizations","AB",2020-12-12,681
"hospitalizations","AB",2020-12-13,681
"hospitalizations","AB",2020-12-14,716
"hospitalizations","AB",2020-12-15,742
"hospitalizations","AB",2020-12-16,749
"hospitalizations","AB",2020-12-17,763
"hospitalizations","AB",2020-12-18,759
"hospitalizations","AB",2020-12-19,777
"hospitalizations","AB",2020-12-20,760
"hospitalizations","AB",2020-12-21,795
"hospitalizations","AB",2020-12-22,802
"hospitalizations","AB",2020-12-23,821
"hospitalizations","AB",2020-12-24,821
"hospitalizations","AB",2020-12-25,821
"hospitalizations","AB",2020-12-26,821
"hospitalizations","AB",2020-12-27,821
"hospitalizations","AB",2020-12-28,878
"hospitalizations","AB",2020-12-29,890
"hospitalizations","AB",2020-12-30,921
"hospitalizations","AB",2020-12-31,921
"hospitalizations","AB",2021-01-01,921
"hospitalizations","AB",2021-01-02,921
"hospitalizations","AB",2021-01-03,921
"hospitalizations","AB",2021-01-04,905
"hospitalizations","AB",2021-01-05,919
"hospitalizations","AB",2021-01-06,911
"hospitalizations","AB",2021-01-07,871
"hospitalizations","AB",2021-01-08,851
"hospitalizations","AB",2021-01-09,827
"hospitalizations","AB",2021-01-10,794
"hospitalizations","AB",2021-01-11,811
"hospitalizations","AB",2021-01-12,819
"hospitalizations","AB",2021-01-13,820
"hospitalizations","AB",2021-01-14,806
"hospitalizations","AB",2021-01-15,796
"hospitalizations","AB",2021-01-16,765
"hospitalizations","AB",2021-01-17,738
"hospitalizations","AB",2021-01-18,739
"hospitalizations","AB",2021-01-19,740
"hospitalizations","AB",2021-01-20,744
"hospitalizations","AB",2021-01-21,726
"hospitalizations","AB",2021-01-22,691
"hospitalizations","AB",2021-01-23,676
"hospitalizations","AB",2021-01-24,652
"hospitalizations","AB",2021-01-25,637
"hospitalizations","AB",2021-01-26,626
"hospitalizations","AB",2021-01-27,604
"hospitalizations","AB",2021-01-28,591
"hospitalizations","AB",2021-01-29,594
"hospitalizations","AB",2021-01-30,582
"hospitalizations","AB",2021-01-31,561
"hospitalizations","BC",2020-01-25,0
"hospitalizations","BC",2020-01-26,0
"hospitalizations","BC",2020-01-27,0
"hospitalizations","BC",2020-01-28,0
"hospitalizations","BC",2020-01-29,0
"hospitalizations","BC",2020-01-30,0
"hospitalizations","BC",2020-01-31,0
"hospitalizations","BC",2020-02-01,0
"hospitalizations","BC",2020-02-02,0
"hospitalizations","BC",2020-02-03,0
"hospitalizations","BC",2020-02-04,0
"hospitalizations","BC",2020-02-05,0
"hospitalizations","BC",2020-02-06,0
"hospitalizations","BC",2020-02-07,0
"hospitalizations","BC",2020-02-08,0
"hospitalizations","BC",2020-02-09,0
"hospitalizations","BC",2020-02-10,0
"hospitalizations","BC",2020-02-11,0
"hospitalizations","BC",2020-02-12,0
"hospitalizations","BC",2020-02-13,0
"hospitalizations","BC",2020-02-14,0
"hospitalizations","BC",2020-02-15,0
"hospitalizations","BC",2020-02-16,0
"hospitalizations","BC",2020-02-17,0
"hospitalizations","BC",2020-02-18,0
"hospitalizations","BC",2020-02-19,0
"hospitalizations","BC",2020-02-20,0
"hospitalizations","BC",2020-02-21,0
"hospitalizations","BC",2020-02-22,0
"hospitalizations","BC",2020-02-23,0
"hospitalizations","BC",2020-02-24,0
"hospitalizations","BC",2020-02-25,0
"hospitalizations","BC",2020-02-26,0
"hospitalizations","BC",2020-02-27,0
"hospitalizations","BC",2020-02-28,0
"hospitalizations","BC",2020-02-29,0
"hospitalizations","BC",2020-03-01,0
"hospitalizations","BC",2020-03-02,0
"hospitalizations","BC",2020-03-03,0
"hospitalizations","BC",2020-03-04,0
"hospitalizations","BC",2020-03-05,0
"hospitalizations","BC",2020-03-06,0
"hospitalizations","BC",2020-03-07,0
"hospitalizations","BC",2020-03-08,0
"hospitalizations","BC",2020-03-09,0
"hospitalizations","BC",2020-03-10,0
"hospitalizations","BC",2020-03-11,0
"hospitalizations","BC",2020-03-12,0
"hospitalizations","BC",2020-03-13,0
"hospitalizations","BC",2020-03-14,0
"hospitalizations","BC",2020-03-15,0
"hospitalizations","BC",2020-03-16,6
"hospitalizations","BC",2020-03-17,7
"hospitalizations","BC",2020-03-18,13
"hospitalizations","BC",2020-03-19,17
"hospitalizations","BC",2020-03-20,22
"hospitalizations","BC",2020-03-21,27
"hospitalizations","BC",2020-03-22,27
"hospitalizations","BC",2020-03-23,33
"hospitalizations","BC",2020-03-24,59
"hospitalizations","BC",2020-03-25,64
"hospitalizations","BC",2020-03-26,66
"hospitalizations","BC",2020-03-27,73
"hospitalizations","BC",2020-03-28,81
"hospitalizations","BC",2020-03-29,81
"hospitalizations","BC",2020-03-30,106
"hospitalizations","BC",2020-03-31,128
"hospitalizations","BC",2020-04-01,142
"hospitalizations","BC",2020-04-02,149
"hospitalizations","BC",2020-04-03,146
"hospitalizations","BC",2020-04-04,149
"hospitalizations","BC",2020-04-05,137
"hospitalizations","BC",2020-04-06,140
"hospitalizations","BC",2020-04-07,138
"hospitalizations","BC",2020-04-08,135
"hospitalizations","BC",2020-04-09,132
"hospitalizations","BC",2020-04-10,128
"hospitalizations","BC",2020-04-11,134
"hospitalizations","BC",2020-04-12,134
"hospitalizations","BC",2020-04-13,137
"hospitalizations","BC",2020-04-14,134
"hospitalizations","BC",2020-04-15,131
"hospitalizations","BC",2020-04-16,120
"hospitalizations","BC",2020-04-17,119
"hospitalizations","BC",2020-04-18,115
"hospitalizations","BC",2020-04-19,115
"hospitalizations","BC",2020-04-20,104
"hospitalizations","BC",2020-04-21,109
"hospitalizations","BC",2020-04-22,103
"hospitalizations","BC",2020-04-23,103
"hospitalizations","BC",2020-04-24,96
"hospitalizations","BC",2020-04-25,96
"hospitalizations","BC",2020-04-26,96
"hospitalizations","BC",2020-04-27,97
"hospitalizations","BC",2020-04-28,94
"hospitalizations","BC",2020-04-29,89
"hospitalizations","BC",2020-04-30,82
"hospitalizations","BC",2020-05-01,79
"hospitalizations","BC",2020-05-02,72
"hospitalizations","BC",2020-05-03,72
"hospitalizations","BC",2020-05-04,77
"hospitalizations","BC",2020-05-05,78
"hospitalizations","BC",2020-05-06,74
"hospitalizations","BC",2020-05-07,76
"hospitalizations","BC",2020-05-08,73
"hospitalizations","BC",2020-05-09,69
"hospitalizations","BC",2020-05-10,69
"hospitalizations","BC",2020-05-11,66
"hospitalizations","BC",2020-05-12,63
"hospitalizations","BC",2020-05-13,59
"hospitalizations","BC",2020-05-14,58
"hospitalizations","BC",2020-05-15,51
"hospitalizations","BC",2020-05-16,49
"hospitalizations","BC",2020-05-17,49
"hospitalizations","BC",2020-05-18,47
"hospitalizations","BC",2020-05-19,45
"hospitalizations","BC",2020-05-20,43
"hospitalizations","BC",2020-05-21,43
"hospitalizations","BC",2020-05-22,41
"hospitalizations","BC",2020-05-23,39
"hospitalizations","BC",2020-05-24,39
"hospitalizations","BC",2020-05-25,37
"hospitalizations","BC",2020-05-26,37
"hospitalizations","BC",2020-05-27,37
"hospitalizations","BC",2020-05-28,33
"hospitalizations","BC",2020-05-29,34
"hospitalizations","BC",2020-05-30,35
"hospitalizations","BC",2020-05-31,35
"hospitalizations","BC",2020-06-01,32
"hospitalizations","BC",2020-06-02,31
"hospitalizations","BC",2020-06-03,32
"hospitalizations","BC",2020-06-04,26
"hospitalizations","BC",2020-06-05,21
"hospitalizations","BC",2020-06-06,21
"hospitalizations","BC",2020-06-07,21
"hospitalizations","BC",2020-06-08,16
"hospitalizations","BC",2020-06-09,16
"hospitalizations","BC",2020-06-10,12
"hospitalizations","BC",2020-06-11,13
"hospitalizations","BC",2020-06-12,12
"hospitalizations","BC",2020-06-13,12
"hospitalizations","BC",2020-06-14,12
"hospitalizations","BC",2020-06-15,13
"hospitalizations","BC",2020-06-16,11
"hospitalizations","BC",2020-06-17,11
"hospitalizations","BC",2020-06-18,10
"hospitalizations","BC",2020-06-19,11
"hospitalizations","BC",2020-06-20,11
"hospitalizations","BC",2020-06-21,11
"hospitalizations","BC",2020-06-22,14
"hospitalizations","BC",2020-06-23,16
"hospitalizations","BC",2020-06-24,14
"hospitalizations","BC",2020-06-25,15
"hospitalizations","BC",2020-06-26,17
"hospitalizations","BC",2020-06-27,17
"hospitalizations","BC",2020-06-28,17
"hospitalizations","BC",2020-06-29,18
"hospitalizations","BC",2020-06-30,18
"hospitalizations","BC",2020-07-01,18
"hospitalizations","BC",2020-07-02,17
"hospitalizations","BC",2020-07-03,19
"hospitalizations","BC",2020-07-04,19
"hospitalizations","BC",2020-07-05,19
"hospitalizations","BC",2020-07-06,16
"hospitalizations","BC",2020-07-07,16
"hospitalizations","BC",2020-07-08,17
"hospitalizations","BC",2020-07-09,17
"hospitalizations","BC",2020-07-10,16
"hospitalizations","BC",2020-07-11,16
"hospitalizations","BC",2020-07-12,16
"hospitalizations","BC",2020-07-13,14
"hospitalizations","BC",2020-07-14,14
"hospitalizations","BC",2020-07-15,14
"hospitalizations","BC",2020-07-16,15
"hospitalizations","BC",2020-07-17,18
"hospitalizations","BC",2020-07-18,18
"hospitalizations","BC",2020-07-19,18
"hospitalizations","BC",2020-07-20,16
"hospitalizations","BC",2020-07-21,15
"hospitalizations","BC",2020-07-22,17
"hospitalizations","BC",2020-07-23,16
"hospitalizations","BC",2020-07-24,12
"hospitalizations","BC",2020-07-25,12
"hospitalizations","BC",2020-07-26,12
"hospitalizations","BC",2020-07-27,11
"hospitalizations","BC",2020-07-28,9
"hospitalizations","BC",2020-07-29,6
"hospitalizations","BC",2020-07-30,5
"hospitalizations","BC",2020-07-31,5
"hospitalizations","BC",2020-08-01,5
"hospitalizations","BC",2020-08-02,5
"hospitalizations","BC",2020-08-03,5
"hospitalizations","BC",2020-08-04,8
"hospitalizations","BC",2020-08-05,9
"hospitalizations","BC",2020-08-06,11
"hospitalizations","BC",2020-08-07,11
"hospitalizations","BC",2020-08-08,11
"hospitalizations","BC",2020-08-09,11
"hospitalizations","BC",2020-08-10,9
"hospitalizations","BC",2020-08-11,8
"hospitalizations","BC",2020-08-12,8
"hospitalizations","BC",2020-08-13,9
"hospitalizations","BC",2020-08-14,12
"hospitalizations","BC",2020-08-15,12
"hospitalizations","BC",2020-08-16,12
"hospitalizations","BC",2020-08-17,4
"hospitalizations","BC",2020-08-18,6
"hospitalizations","BC",2020-08-19,10
"hospitalizations","BC",2020-08-20,11
"hospitalizations","BC",2020-08-21,13
"hospitalizations","BC",2020-08-22,13
"hospitalizations","BC",2020-08-23,13
"hospitalizations","BC",2020-08-24,18
"hospitalizations","BC",2020-08-25,22
"hospitalizations","BC",2020-08-26,21
"hospitalizations","BC",2020-08-27,22
"hospitalizations","BC",2020-08-28,23
"hospitalizations","BC",2020-08-29,23
"hospitalizations","BC",2020-08-30,23
"hospitalizations","BC",2020-08-31,28
"hospitalizations","BC",2020-09-01,31
"hospitalizations","BC",2020-09-02,33
"hospitalizations","BC",2020-09-03,34
"hospitalizations","BC",2020-09-04,31
"hospitalizations","BC",2020-09-05,31
"hospitalizations","BC",2020-09-06,31
"hospitalizations","BC",2020-09-07,31
"hospitalizations","BC",2020-09-08,32
"hospitalizations","BC",2020-09-09,37
"hospitalizations","BC",2020-09-10,42
"hospitalizations","BC",2020-09-11,49
"hospitalizations","BC",2020-09-12,49
"hospitalizations","BC",2020-09-13,49
"hospitalizations","BC",2020-09-14,58
"hospitalizations","BC",2020-09-15,63
"hospitalizations","BC",2020-09-16,60
"hospitalizations","BC",2020-09-17,57
"hospitalizations","BC",2020-09-18,59
"hospitalizations","BC",2020-09-19,59
"hospitalizations","BC",2020-09-20,59
"hospitalizations","BC",2020-09-21,60
"hospitalizations","BC",2020-09-22,61
"hospitalizations","BC",2020-09-23,62
"hospitalizations","BC",2020-09-24,61
"hospitalizations","BC",2020-09-25,62
"hospitalizations","BC",2020-09-26,62
"hospitalizations","BC",2020-09-27,62
"hospitalizations","BC",2020-09-28,69
"hospitalizations","BC",2020-09-29,69
"hospitalizations","BC",2020-09-30,72
"hospitalizations","BC",2020-10-01,69
"hospitalizations","BC",2020-10-02,63
"hospitalizations","BC",2020-10-03,63
"hospitalizations","BC",2020-10-04,63
"hospitalizations","BC",2020-10-05,66
"hospitalizations","BC",2020-10-06,71
"hospitalizations","BC",2020-10-07,71
"hospitalizations","BC",2020-10-08,76
"hospitalizations","BC",2020-10-09,68
"hospitalizations","BC",2020-10-10,68
"hospitalizations","BC",2020-10-11,68
"hospitalizations","BC",2020-10-12,68
"hospitalizations","BC",2020-10-13,77
"hospitalizations","BC",2020-10-14,84
"hospitalizations","BC",2020-10-15,74
"hospitalizations","BC",2020-10-16,72
"hospitalizations","BC",2020-10-17,72
"hospitalizations","BC",2020-10-18,72
"hospitalizations","BC",2020-10-19,67
"hospitalizations","BC",2020-10-20,69
"hospitalizations","BC",2020-10-21,70
"hospitalizations","BC",2020-10-22,71
"hospitalizations","BC",2020-10-23,75
"hospitalizations","BC",2020-10-24,75
"hospitalizations","BC",2020-10-25,75
"hospitalizations","BC",2020-10-26,77
"hospitalizations","BC",2020-10-27,84
"hospitalizations","BC",2020-10-28,87
"hospitalizations","BC",2020-10-29,86
"hospitalizations","BC",2020-10-30,78
"hospitalizations","BC",2020-10-31,78
"hospitalizations","BC",2020-11-01,78
"hospitalizations","BC",2020-11-02,90
"hospitalizations","BC",2020-11-03,92
"hospitalizations","BC",2020-11-04,92
"hospitalizations","BC",2020-11-05,97
"hospitalizations","BC",2020-11-06,104
"hospitalizations","BC",2020-11-07,104
"hospitalizations","BC",2020-11-08,104
"hospitalizations","BC",2020-11-09,133
"hospitalizations","BC",2020-11-10,142
"hospitalizations","BC",2020-11-11,142
"hospitalizations","BC",2020-11-12,155
"hospitalizations","BC",2020-11-13,167
"hospitalizations","BC",2020-11-14,167
"hospitalizations","BC",2020-11-15,167
"hospitalizations","BC",2020-11-16,181
"hospitalizations","BC",2020-11-17,198
"hospitalizations","BC",2020-11-18,209
"hospitalizations","BC",2020-11-19,217
"hospitalizations","BC",2020-11-20,227
"hospitalizations","BC",2020-11-21,227
"hospitalizations","BC",2020-11-22,227
"hospitalizations","BC",2020-11-23,277
"hospitalizations","BC",2020-11-24,284
"hospitalizations","BC",2020-11-25,294
"hospitalizations","BC",2020-11-26,294
"hospitalizations","BC",2020-11-27,301
"hospitalizations","BC",2020-11-28,301
"hospitalizations","BC",2020-11-29,301
"hospitalizations","BC",2020-11-30,316
"hospitalizations","BC",2020-12-01,336
"hospitalizations","BC",2020-12-02,337
"hospitalizations","BC",2020-12-03,325
"hospitalizations","BC",2020-12-04,338
"hospitalizations","BC",2020-12-05,338
"hospitalizations","BC",2020-12-06,338
"hospitalizations","BC",2020-12-07,349
"hospitalizations","BC",2020-12-08,352
"hospitalizations","BC",2020-12-09,338
"hospitalizations","BC",2020-12-10,346
"hospitalizations","BC",2020-12-11,342
"hospitalizations","BC",2020-12-12,342
"hospitalizations","BC",2020-12-13,342
"hospitalizations","BC",2020-12-14,359
"hospitalizations","BC",2020-12-15,361
